,Year,Team,Week,RankDiff,OppTeam,Rank,PrevRank
5686,2014,Hawaii,13,0,UNLV,50,50
5687,2014,Hawaii,14,0,Fresno State,50,50
5688,2014,Houston,1,0,UTSA,50,50
5689,2014,Houston,2,0,Grambling State,50,50
5690,2014,Houston,3,25,BYU,50,50
5691,2014,Houston,4,0,UNLV,50,50
5692,2014,Houston,5,0,na ,50,50
5693,2014,Houston,6,0,UCF,50,50
5694,2014,Houston,7,0,Memphis,50,50
5695,2014,Houston,8,0,Temple,50,50
5696,2014,Houston,9,0,na ,50,50
5697,2014,Houston,10,0,South Florida,50,50
5698,2014,Houston,11,0,Tulane,50,50
5699,2014,Houston,12,0,na ,50,50
5700,2014,Houston,13,0,Tulsa,50,50
5701,2014,Houston,14,0,SMU,50,50
5702,2014,Houston,15,13,Cincinnati,50,50
5703,2014,Houston,16,0,Pittsburgh,50,50
5704,2014,Idaho,1,23,Florida,50,50
5705,2014,Idaho,2,0,Louisiana-Monroe,50,50
5706,2014,Idaho,3,0,Western Michigan,50,50
5707,2014,Idaho,4,0,Ohio,50,50
5708,2014,Idaho,5,0,South Alabama,50,50
5709,2014,Idaho,6,0,Texas State,50,50
5710,2014,Idaho,7,0,Georgia Southern,50,50
5711,2014,Idaho,8,0,New Mexico State,50,50
5712,2014,Idaho,9,0,na ,50,50
5713,2014,Idaho,10,0,Arkansas State,50,50
5714,2014,Idaho,11,0,San Diego State,50,50
5715,2014,Idaho,12,0,Troy,50,50
5716,2014,Illinois,1,0,Youngstown State,50,50
5717,2014,Illinois,2,0,Western Kentucky,50,50
5718,2014,Illinois,3,11,Washington,50,50
5719,2014,Illinois,4,0,Texas State,50,50
5720,2014,Illinois,5,29,Nebraska,50,50
5721,2014,Illinois,6,0,Purdue,50,50
5722,2014,Illinois,7,16,Wisconsin,50,50
5723,2014,Illinois,8,0,na ,50,50
5724,2014,Illinois,9,22,Minnesota,50,50
5725,2014,Illinois,10,37,Ohio State,50,50
5726,2014,Illinois,11,0,na ,50,50
5727,2014,Illinois,12,0,Iowa,50,50
5728,2014,Illinois,13,0,Penn State,50,50
5729,2014,Illinois,14,0,Northwestern,50,50
5730,2014,Illinois,16,0,Louisiana Tech,50,50
5731,2014,Indiana,1,0,Indiana State,50,50
5732,2014,Indiana,2,0,na ,50,50
5733,2014,Indiana,3,0,Bowling Green,50,50
5734,2014,Indiana,4,32,Missouri,42,50
5735,2014,Indiana,5,-8,Maryland,50,42
5736,2014,Indiana,6,0,North Texas,50,50
5737,2014,Indiana,7,0,Iowa,50,50
5738,2014,Indiana,8,42,Michigan State,50,50
5739,2014,Indiana,9,0,na ,50,50
5740,2014,Indiana,10,0,Michigan,50,50
5741,2014,Indiana,11,0,Penn State,50,50
5742,2014,Indiana,12,0,Rutgers,50,50
5743,2014,Indiana,13,43,Ohio State,50,50
5744,2014,Indiana,14,0,Purdue,50,50
5745,2014,Iowa,1,-20,Northern Iowa,36,30
5746,2014,Iowa,2,-14,Ball State,36,36
5747,2014,Iowa  ,3,0,Iowa State,50,50
5748,2014,Iowa,4,17,Pittsburgh,50,50
5749,2014,Iowa,5,0,Purdue,50,50
5750,2014,Iowa,6,0,na ,50,50
5751,2014,Iowa  ,7,0,Indiana,50,50
5752,2014,Iowa,8,-13,Maryland,50,37
5753,2014,Iowa,9,0,na ,50,50
5754,2014,Iowa,10,0,Northwestern,50,50
5755,2014,Iowa,11,0,Minnesota,50,50
5756,2014,Iowa,12,0,Illinois,50,50
5757,2014,Iowa,13,36,Wisconsin,50,50
5758,2014,Iowa,14,22,Nebraska,50,50
5759,2014,Iowa,16,0,Tennessee,50,50
5760,2014,Iowa State,1,0,North Dakota State,50,50
5761,2014,Iowa State,2,30,Kansas State,50,50
5762,2014,Iowa State,3,0,Iowa  ,50,50
5763,2014,Iowa State,4,0,na ,50,50
5764,2014,Iowa State,5,43,Baylor,50,50
5765,2014,Iowa State,6,29,Oklahoma State,50,50
5766,2014,Iowa State,7,0,Toledo,50,50
5767,2014,Iowa State,8,0,Texas,50,50
5768,2014,Iowa State,9,0,na ,50,50
5769,2014,Iowa State,10,31,Oklahoma,50,50
5770,2014,Iowa State,11,0,Kansas,50,50
5771,2014,Iowa State,12,0,na ,50,50
5772,2014,Iowa State,13,0,Texas Tech,50,50
5773,2014,Iowa State,14,16,West Virginia,50,50
5774,2014,Iowa State,15,46,TCU,50,50
5775,2014,Kansas,1,0,na ,50,50
5776,2014,Kansas,2,0,Southeast Missouri State,50,50
5777,2014,Kansas,3,20,Duke,50,50
5778,2014,Kansas  ,4,0,Central Michigan,50,50
5779,2014,Kansas,5,0,Texas,50,50
5780,2014,Kansas,6,18,West Virginia,50,50
5781,2014,Kansas,7,34,Oklahoma State,50,50
5782,2014,Kansas,8,0,Texas Tech,50,50
5783,2014,Kansas,9,0,na ,50,50
5784,2014,Kansas,10,38,Baylor,50,50
5785,2014,Kansas,11,0,Iowa State,50,50
5786,2014,Kansas,12,45,TCU,50,50
5787,2014,Kansas,13,27,Oklahoma,50,50
5788,2014,Kansas,14,39,Kansas State,50,50
5789,2014,Kansas State,1,-30,Stephen F. Austin,20,20
5790,2014,Kansas State,2,-30,Iowa State,19,20
5791,2014,Kansas State,3,-31,na ,20,19
5792,2014,Kansas State,4,15,Auburn,25,20
5793,2014,Kansas State,5,-25,UTEP,23,25
5794,2014,Kansas State,6,-27,Texas Tech,17,23
5795,2014,Kansas State,7,-33,na ,14,17
5796,2014,Kansas State,8,3,Oklahoma,11,14
5797,2014,Kansas State,9,-39,Texas ,11,11
5798,2014,Kansas State,10,-22,Oklahoma State,9,11
5799,2014,Kansas State,11,3,TCU,13,9
5800,2014,Kansas State,12,-37,na ,12,13
5801,2014,Kansas State,13,-20,West Virginia,11,12
5802,2014,Kansas State,14,-39,Kansas,9,11
5803,2014,Kansas State,15,4,Baylor,11,9
5804,2014,Kansas State,16,-3,UCLA,18,11
5805,2014,Kent State,1,0,Ohio  ,50,50
5806,2014,Kent State,2,0,South Alabama,50,50
5807,2014,Kent State,3,28,Ohio State,50,50
5808,2014,Kent State,4,0,na ,50,50
5809,2014,Kent State,5,0,Virginia ,50,50
5810,2014,Kent State,6,0,Northern Illinois,50,50
5811,2014,Kent State,7,0,Massachusetts,50,50
5812,2014,Kent State,8,0,Army,50,50
5813,2014,Kent State,9,0,"Miami, OH",50,50
5814,2014,Kent State,10,0,na ,50,50
5815,2014,Kent State,11,0,Toledo,50,50
5816,2014,Kent State,12,0,Bowling Green,50,50
5817,2014,Kent State,13,0,Buffalo,50,50
5818,2014,Kent State,14,0,Akron,50,50
5819,2014,Kentucky,1,0,Tennessee-Martin,50,50
5820,2014,Kentucky,2,0,Ohio,50,50
5821,2014,Kentucky,3,21,Florida,50,50
5822,2014,Kentucky,4,0,na ,50,50
5823,2014,Kentucky,5,0,Vanderbilt,50,50
5824,2014,Kentucky,6,23,South Carolina,37,50
5825,2014,Kentucky,7,-13,Louisiana-Lafayette,29,37
5826,2014,Kentucky,8,2,LSU,50,29
5827,2014,Kentucky,9,49,Mississippi State,50,50
5828,2014,Kentucky,10,19,Missouri,50,50
5829,2014,Kentucky,11,0,Georgia,50,50
5830,2014,Kentucky,12,0,Tennessee,50,50
5831,2014,Kentucky,13,0,na ,50,50
5832,2014,Kentucky,14,26,Louisville,50,50
5833,2014,Louisiana Tech,1,46,Oklahoma,50,50
5834,2014,Louisiana Tech,2,0,Louisiana-Monroe,50,50
5835,2014,Louisiana Tech,3,0,North Texas,50,50
5836,2014,Louisiana Tech,4,0,Northwestern State,50,50
5837,2014,Louisiana Tech,5,45,Auburn,50,50
5838,2014,Louisiana Tech,6,0,UTEP,50,50
5839,2014,Louisiana Tech,7,0,na ,50,50
5840,2014,Louisiana Tech,8,0,UTSA,50,50
5841,2014,Louisiana Tech,9,0,Southern Miss,50,50
5842,2014,Louisiana Tech,10,0,Western Kentucky,50,50
5843,2014,Louisiana Tech,11,0,UAB,50,50
5844,2014,Louisiana Tech,12,0,na ,50,50
5845,2014,Louisiana Tech,13,0,Old Dominion,50,50
5846,2014,Louisiana Tech,14,0,Rice,50,50
5847,2014,Louisiana Tech,15,21,Marshall,50,50
5848,2014,Louisiana Tech,16,0,Illinois,50,50
5849,2014,Louisiana-Lafayette,1,0,Southern,50,50
5850,2014,Louisiana-Lafayette,2,0,Louisiana Tech,50,50
5851,2014,Louisiana-Lafayette,3,36,Mississippi,50,50
5852,2014,Louisiana-Lafayette,4,0,Boise State,50,50
5853,2014,Louisiana-Lafayette,5,0,na ,50,50
5854,2014,Louisiana-Lafayette,6,0,Georgia State,50,50
5855,2014,Louisiana-Lafayette,7,0,na ,50,50
5856,2014,Louisiana-Lafayette,8,0,Texas State,50,50
5857,2014,Louisiana-Lafayette,9,0,Arkansas State,50,50
5858,2014,Louisiana-Lafayette,10,0,South Alabama,50,50
5859,2014,Louisiana-Lafayette,11,0,New Mexico State,50,50
5860,2014,Louisiana-Lafayette,12,0,Louisiana-Monroe,50,50
5861,2014,Louisiana-Lafayette,13,0,Appalachian State,50,50
5862,2014,Louisiana-Lafayette,14,0,Troy,50,50
5863,2014,Louisiana-Lafayette,16,0,Nevada,50,50
5864,2014,Louisiana-Monroe,1,0,Wake Forest,50,50
5865,2014,Louisiana-Monroe,2,0,Idaho,50,50
5866,2014,Louisiana-Monroe,3,40,LSU,50,50
5867,2014,Louisiana-Monroe,4,0,na ,50,50
5868,2014,Louisiana-Monroe,5,0,Troy,50,50
5869,2014,Louisiana-Monroe,6,0,Arkansas State,50,50
5870,2014,Louisiana-Monroe,7,13,Kentucky,50,50
5871,2014,Louisiana-Monroe,8,0,na ,50,50
5872,2014,Louisiana-Monroe,9,0,Texas State,50,50
5873,2014,Louisiana-Monroe,10,0,Texas A&M,50,50
5874,2014,Louisiana-Monroe,11,0,Appalachian State,50,50
5875,2014,Louisiana-Monroe,12,0,Louisiana-Lafayette,50,50
5876,2014,Louisiana-Monroe,13,0,New Mexico State,50,50
5877,2014,Louisville,1,-8,Miami,25,31
5878,2014,Louisville,2,-25,Murray State,21,25
5879,2014,Louisville,3,-29,Virginia  ,44,21
5880,2014,Louisville,4,-6,FIU,50,44
5881,2014,Louisville,5,0,Wake Forest,35,50
5882,2014,Louisville,6,-15,Syracuse,29,35
5883,2014,Louisville,7,3,Clemson,35,29
5884,2014,Louisville,8,-15,NC State,30,35
5885,2014,Louisville,9,-20,na ,30,30
5886,2014,Louisville,10,28,Florida State,30,30
5887,2014,Louisville,11,-20,Boston College,31,30
5888,2014,Louisville,12,-19,na ,29,31
5889,2014,Louisville,13,3,Notre Dame,24,29
5890,2014,Louisville,14,-26,Kentucky,21,24
5891,2014,Louisville,16,7,Georgia,24,20
5892,2014,LSU,1,-1,Wisconsin,12,13
5893,2014,LSU,2,-38,Sam Houston State,10,12
5894,2014,LSU,3,-40,Louisiana-Monroe,8,10
5895,2014,LSU,4,-20,Mississippi State,17,8
5896,2014,LSU,5,-33,New Mexico State,15,17
5897,2014,LSU,6,10,Auburn,30,15
5898,2014,LSU,7,-20,Florida,27,30
5899,2014,LSU,8,-2,Kentucky,24,27
5900,2014,LSU,9,21,Mississippi,16,24
5901,2014,LSU,10,-34,na ,14,16
5902,2014,LSU,11,10,Alabama,20,14
5903,2014,LSU,12,-30,Arkansas,30,20
5904,2014,LSU,13,-20,na ,27,30
5905,2014,LSU,14,-6,Texas A&M,23,27
5906,2014,LSU,16,-28,Notre Dame,31,22
5907,2014,Marshall,1,-18,"Miami, OH",37,32
5908,2014,Marshall,2,-13,Rhode Island,34,37
5909,2014,Marshall,3,-16,Ohio,35,34
5910,2014,Marshall,4,-15,Akron,30,35
5911,2014,Marshall,5,-20,na ,30,30
5912,2014,Marshall,6,-20,Old Dominion,27,30
5913,2014,Marshall,7,-23,Middle Tennessee,25,27
5914,2014,Marshall,8,-25,FIU,23,25
5915,2014,Marshall,9,-27,Florida Atlantic,23,23
5916,2014,Marshall,10,-27,na ,23,23
5917,2014,Marshall,11,-27,Southern Miss,21,23
5918,2014,Marshall,12,-29,Rice,18,21
5919,2014,Marshall,13,-32,UAB,19,18
5920,2014,Marshall,14,-31,Western Kentucky,29,19
5921,2014,Marshall,15,-21,Louisiana Tech,28,29
5922,2014,Marshall,16,-4,Northern Illinois,23,28
5923,2014,Maryland,1,0,James Madison,50,50
5924,2014,Maryland,2,0,South Florida,50,50
5925,2014,Maryland,3,12,West Virginia,50,50
5926,2014,Maryland,4,0,Syracuse,50,50
5927,2014,Maryland,5,8,Indiana,34,50
5928,2014,Maryland,6,14,Ohio State,50,34
5929,2014,Maryland,7,0,na ,50,50
5930,2014,Maryland,8,13,Iowa,33,50
5931,2014,Maryland,9,-17,Wisconsin,50,33
5932,2014,Maryland,10,0,Penn State,50,50
5933,2014,Maryland,11,0,na ,50,50
5934,2014,Maryland,12,38,Michigan State,50,50
5935,2014,Maryland,13,0,Michigan,50,50
5936,2014,Maryland,14,0,Rutgers,50,50
5937,2014,Maryland,16,13,Stanford,50,50
5938,2014,Massachusetts,1,0,Boston College,50,50
5939,2014,Massachusetts,2,0,Colorado  ,50,50
5940,2014,Massachusetts,3,0,Vanderbilt,50,50
5941,2014,Massachusetts,4,20,Penn State,50,50
5942,2014,Massachusetts,5,0,Bowling Green,50,50
5943,2014,Massachusetts,6,0,"Miami, OH",50,50
5944,2014,Massachusetts,7,0,Kent State,50,50
5945,2014,Massachusetts,8,0,Eastern Michigan,50,50
5946,2014,Massachusetts,9,0,Toledo,50,50
5947,2014,Massachusetts,10,0,na ,50,50
5948,2014,Massachusetts,11,0,na ,50,50
5949,2014,Massachusetts,12,0,Ball State,50,50
5950,2014,Massachusetts,13,0,Akron,50,50
5951,2014,Massachusetts,14,0,Buffalo,50,50
5952,2014,Memphis,1,0,Austin Peay,50,50
5953,2014,Memphis,2,39,UCLA,50,50
5954,2014,Memphis,3,0,na ,50,50
5955,2014,Memphis,4,0,Middle Tennessee,50,50
5956,2014,Memphis,5,40,Mississippi,50,50
5957,2014,Memphis,6,0,Cincinnati,50,50
5958,2014,Memphis,7,0,Houston,50,50
5959,2014,Memphis,8,0,na ,50,50
5960,2014,Memphis,9,0,SMU,50,50
5961,2014,Memphis,10,0,Tulsa,50,50
5962,2014,Memphis,11,0,Temple,50,50
5963,2014,Memphis,12,0,Tulane,50,50
5964,2014,Memphis,13,0,South Florida,32,50
5965,2014,Memphis,14,-18,Connecticut,30,32
5966,2014,Memphis,16,-21,BYU,25,29
5967,2014,Miami,1,8,Louisville,50,39
5968,2014,Miami,2,0,Florida A&M,50,50
5969,2014,Miami,3,0,Arkansas State,50,50
5970,2014,Miami,4,26,Nebraska,50,50
5971,2014,Miami,5,24,Duke,50,50
5972,2014,Miami,6,19,Georgia Tech,50,50
5973,2014,Miami,7,0,Cincinnati,50,50
5974,2014,Miami,8,0,na ,50,50
5975,2014,Miami,9,0,Virginia Tech,50,50
5976,2014,Miami,10,0,North Carolina,50,50
5977,2014,Miami,11,0,na ,36,50
5978,2014,Miami,12,34,Florida State,33,36
5979,2014,Miami,13,-17,Virginia,50,33
5980,2014,Miami,14,0,Pittsburgh,50,50
5981,2014,Miami,16,0,South Carolina,50,50
5982,2014,"Miami, OH",1,18,Marshall,50,50
5983,2014,"Miami, OH",2,0,Eastern Kentucky,50,50
5984,2014,"Miami, OH",3,0,Michigan,50,50
5985,2014,"Miami, OH",4,11,Cincinnati,50,50
5986,2014,"Miami, OH",5,0,Buffalo,50,50
5987,2014,"Miami, OH",6,0,Massachusetts,50,50
5988,2014,"Miami, OH",7,0,Akron,50,50
5989,2014,"Miami, OH",8,0,Northern Illinois,50,50
5990,2014,"Miami, OH",9,0,Kent State,50,50
5991,2014,"Miami, OH",10,0,Western Michigan,50,50
5992,2014,"Miami, OH",11,0,na ,50,50
5993,2014,"Miami, OH",12,0,Central Michigan,50,50
5994,2014,"Miami, OH",13,0,na ,50,50
5995,2014,"Miami, OH",14,0,Ohio,50,50
5996,2014,Michigan,1,-13,Appalachian State,32,37
5997,2014,Michigan,2,16,Notre Dame,50,32
5998,2014,Michigan,3,0,"Miami, OH",50,50
5999,2014,Michigan  ,4,0,Utah,50,50
6000,2014,Michigan,5,0,Minnesota,50,50
6001,2014,Michigan,6,0,Rutgers,50,50
6002,2014,Michigan,7,14,Penn State,50,50
6003,2014,Michigan,8,0,na ,50,50
6004,2014,Michigan,9,42,Michigan State,50,50
6005,2014,Michigan,10,0,Indiana,50,50
6006,2014,Michigan,11,0,Northwestern,50,50
6007,2014,Michigan,12,0,na ,50,50
6008,2014,Michigan,13,0,Maryland,50,50
6009,2014,Michigan,14,43,Ohio State,50,50
6010,2014,Michigan State,1,-42,Jacksonville State,7,8
6011,2014,Michigan State,2,4,Oregon,13,7
6012,2014,Michigan State,3,-37,na ,11,13
6013,2014,Michigan State,4,-39,Eastern Michigan,9,11
6014,2014,Michigan State,5,-41,Wyoming,10,9
6015,2014,Michigan State,6,-9,Nebraska,8,10
6016,2014,Michigan State,7,-42,Purdue,8,8
6017,2014,Michigan State,8,-42,Indiana,8,8
6018,2014,Michigan State,9,-42,Michigan,8,8
6019,2014,Michigan State,10,-42,na ,7,8
6020,2014,Michigan State,11,-6,Ohio State,12,7
6021,2014,Michigan State,12,-38,Maryland,10,12
6022,2014,Michigan State,13,-40,Rutgers,10,10
6023,2014,Michigan State,14,-40,Penn State,7,10
6024,2014,Michigan State,16,3,Baylor,6,7
6025,2014,Minnesota,1,0,Eastern Illinois,50,50
6026,2014,Minnesota,2,0,Middle Tennessee,50,50
6027,2014,Minnesota,3,18,TCU,50,50
6028,2014,Minnesota,4,0,San Jose State,50,50
6029,2014,Minnesota,5,0,Michigan,50,50
6030,2014,Minnesota,6,0,na ,40,50
6031,2014,Minnesota,7,-10,Northwestern,30,40
6032,2014,Minnesota,8,-20,Purdue,28,30
6033,2014,Minnesota,9,-22,Illinois,50,28
6034,2014,Minnesota,10,0,na ,50,50
6035,2014,Minnesota,11,0,Iowa,30,50
6036,2014,Minnesota,12,22,Ohio State,31,30
6037,2014,Minnesota,13,10,Nebraska,22,31
6038,2014,Minnesota,14,8,Wisconsin,27,22
6039,2014,Minnesota,16,10,Missouri,34,26
6040,2014,Mississippi,1,-23,Boise State,15,18
6041,2014,Mississippi,2,-35,Vanderbilt,14,15
6042,2014,Mississippi,3,-36,Louisiana-Lafayette,10,14
6043,2014,Mississippi,4,-40,na ,10,10
6044,2014,Mississippi,5,-40,Memphis,11,10
6045,2014,Mississippi,6,8,Alabama,3,11
6046,2014,Mississippi,7,-11,Texas A&M,3,3
6047,2014,Mississippi,8,-47,Tennessee,3,3
6048,2014,Mississippi,9,-21,LSU,7,3
6049,2014,Mississippi,10,3,Auburn,12,7
6050,2014,Mississippi,11,-38,Presbyterian,10,12
6051,2014,Mississippi,12,-40,na ,8,10
6052,2014,Mississippi,13,-27,Arkansas,18,8
6053,2014,Mississippi,14,14,Mississippi State,13,18
6054,2014,Mississippi,16,3,TCU,17,9
6055,2014,Mississippi State,1,-14,Southern Miss,30,36
6056,2014,Mississippi State,2,-20,UAB,33,30
6057,2014,Mississippi State,3,-17,South Alabama,28,33
6058,2014,Mississippi State,4,20,LSU,14,28
6059,2014,Mississippi State,5,-36,na ,12,14
6060,2014,Mississippi State,6,6,Texas A&M,4,12
6061,2014,Mississippi State,7,2,Auburn,1,4
6062,2014,Mississippi State,8,-49,na ,1,1
6063,2014,Mississippi State,9,-49,Kentucky,1,1
6064,2014,Mississippi State,10,-49,Arkansas,1,1
6065,2014,Mississippi State,11,-49,Tennessee-Martin,1,1
6066,2014,Mississippi State,12,-3,Alabama,4,1
6067,2014,Mississippi State,13,-46,Vanderbilt,4,4
6068,2014,Mississippi State,14,-14,Mississippi,10,4
6069,2014,Mississippi State,16,-2,Georgia Tech,11,8
6070,2014,Missouri,1,-26,South Dakota State,24,24
6071,2014,Missouri,2,-26,Toledo,20,24
6072,2014,Missouri,3,-30,UCF,18,20
6073,2014,Missouri,4,-32,Indiana,39,18
6074,2014,Missouri,5,26,South Carolina,24,39
6075,2014,Missouri,6,-26,na ,23,24
6076,2014,Missouri,7,-27,Georgia  ,50,23
6077,2014,Missouri,8,0,Florida,31,50
6078,2014,Missouri,9,-19,Vanderbilt,31,31
6079,2014,Missouri,10,-19,Kentucky,28,31
6080,2014,Missouri,11,-22,na ,28,28
6081,2014,Missouri,12,1,Texas A&M,19,28
6082,2014,Missouri,13,-31,Tennessee,17,19
6083,2014,Missouri,14,-9,Arkansas,14,17
6084,2014,Missouri,15,13,Alabama,16,14
6085,2014,Missouri,16,-10,Minnesota,14,16
6086,2014,Middle Tennessee,1,0,Savannah State,50,50
6087,2014,Middle Tennessee,2,0,Minnesota,50,50
6088,2014,Middle Tennessee,3,0,Western Kentucky,50,50
6089,2014,Middle Tennessee,4,0,Memphis,50,50
6090,2014,Middle Tennessee,5,0,Old Dominion,50,50
6091,2014,Middle Tennessee,6,0,Southern Miss,50,50
6092,2014,Middle Tennessee,7,23,Marshall,50,50
6093,2014,Middle Tennessee,8,0,UAB,50,50
6094,2014,Middle Tennessee,9,0,na ,50,50
6095,2014,Middle Tennessee,10,0,BYU,50,50
6096,2014,Middle Tennessee,11,0,na ,50,50
6097,2014,Middle Tennessee,12,0,FIU,50,50
6098,2014,Middle Tennessee,13,0,Florida Atlantic,50,50
6099,2014,Middle Tennessee,14,0,UTEP,50,50
6100,2014,Northern Illinois,1,0,Presbyterian,50,50
6101,2014,Northern Illinois,2,0,Northwestern,50,50
6102,2014,Northern Illinois,3,0,UNLV,50,50
6103,2014,Northern Illinois,4,8,Arkansas,50,50
6104,2014,Northern Illinois,5,0,na ,50,50
6105,2014,Northern Illinois,6,0,Kent State,50,50
6106,2014,Northern Illinois,7,0,Central Michigan,50,50
6107,2014,Northern Illinois,8,0,"Miami, OH",50,50
6108,2014,Northern Illinois,9,0,Eastern Michigan,50,50
6109,2014,Northern Illinois,10,0,na ,50,50
6110,2014,Northern Illinois,11,0,Ball State,50,50
6111,2014,Northern Illinois,12,0,Toledo,50,50
6112,2014,Northern Illinois,13,0,Ohio,50,50
6113,2014,Northern Illinois,14,0,Western Michigan,35,50
6114,2014,Northern Illinois,15,-15,Bowling Green,32,35
6115,2014,Northern Illinois,16,4,Marshall,37,32
6116,2014,NC State,1,0,Georgia Southern,50,50
6117,2014,NC State,2,0,Old Dominion,50,50
6118,2014,NC State,3,0,South Florida,50,50
6119,2014,NC State,4,0,Presbyterian,50,50
6120,2014,NC State,5,49,Florida State,38,50
6121,2014,NC State,6,10,Clemson,50,38
6122,2014,NC State,7,0,Boston College,50,50
6123,2014,NC State,8,15,Louisville,50,50
6124,2014,NC State,9,0,na ,50,50
6125,2014,NC State,10,0,Syracuse,50,50
6126,2014,NC State,11,21,Georgia Tech,50,50
6127,2014,NC State,12,0,Wake Forest,50,50
6128,2014,NC State,13,0,na ,50,50
6129,2014,NC State,14,0,North Carolina,50,50
6130,2014,NC State,16,15,UCF,50,50
6131,2014,Navy,1,41,Ohio State,50,46
6132,2014,Navy,2,0,Temple,50,50
6133,2014,Navy,3,0,Texas State,50,50
6134,2014,Navy,4,0,Rutgers,50,50
6135,2014,Navy,5,0,Western Kentucky,50,50
6136,2014,Navy,6,0,Air Force,50,50
6137,2014,Navy,7,0,VMI,50,50
6138,2014,Navy,8,0,na ,50,50
6139,2014,Navy,9,0,San Jose State,50,50
6140,2014,Navy,10,44,Notre Dame,50,50
6141,2014,Navy,11,0,na ,50,50
6142,2014,Navy,12,0,Georgia Southern,50,50
6143,2014,Navy,13,0,na ,50,50
6144,2014,Navy,14,0,South Alabama,50,50
6145,2014,Navy,15,0,na ,50,50
6146,2014,Navy,16,0,Army,50,50
6147,2014,Navy,16,0,San Diego State,50,50
6148,2014,Nebraska,1,-28,Florida Atlantic,19,22
6149,2014,Nebraska,2,-31,McNeese State,26,19
6150,2014,Nebraska,3,-24,Fresno State,24,26
6151,2014,Nebraska,4,-26,Miami,21,24
6152,2014,Nebraska,5,-29,Illinois,19,21
6153,2014,Nebraska,6,9,Michigan State,21,19
6154,2014,Nebraska,7,-29,na ,19,21
6155,2014,Nebraska,8,-31,Northwestern,16,19
6156,2014,Nebraska,9,-34,Rutgers,17,16
6157,2014,Nebraska,10,-33,Purdue,15,17
6158,2014,Nebraska,11,-35,na ,11,15
6159,2014,Nebraska,12,-11,Wisconsin,21,11
6160,2014,Nebraska,13,-10,Minnesota,28,21
6161,2014,Nebraska,14,-22,Iowa,25,28
6162,2014,Nebraska,16,1,USC,28,25
6163,2014,Nevada,1,-1,Southern Utah,50,49
6164,2014,Nevada,2,0,Washington State,50,50
6165,2014,Nevada,3,6,Arizona,50,50
6166,2014,Nevada,4,0,na ,50,50
6167,2014,Nevada,5,0,San Jose State,50,50
6168,2014,Nevada,6,0,Boise State,50,50
6169,2014,Nevada,7,0,Colorado State,50,50
6170,2014,Nevada,8,0,BYU,50,50
6171,2014,Nevada,9,0,Hawaii,50,50
6172,2014,Nevada,10,0,San Diego State,50,50
6173,2014,Nevada,11,0,na ,50,50
6174,2014,Nevada,12,0,Air Force,50,50
6175,2014,Nevada,13,0,Fresno State,50,50
6176,2014,Nevada,14,0,UNLV,50,50
6177,2014,Nevada,16,0,Louisiana-Lafayette,50,50
6178,2014,New Mexico,1,0,UTEP,50,50
6179,2014,New Mexico,2,33,Arizona State,50,50
6180,2014,New Mexico,3,0,na ,50,50
6181,2014,New Mexico  ,4,0,New Mexico State,50,50
6182,2014,New Mexico,5,0,Fresno State,50,50
6183,2014,New Mexico,6,0,UTSA,50,50
6184,2014,New Mexico,7,0,San Diego State,50,50
6185,2014,New Mexico,8,0,Air Force,50,50
6186,2014,New Mexico,9,0,na ,50,50
6187,2014,New Mexico,10,0,UNLV,50,50
6188,2014,New Mexico,11,0,Boise State,50,50
6189,2014,New Mexico,12,0,Utah State,50,50
6190,2014,New Mexico,13,28,Colorado State,50,50
6191,2014,New Mexico,14,0,Wyoming,50,50
6192,2014,New Mexico State,1,0,Cal Poly,50,50
6193,2014,New Mexico State,2,0,Georgia State,50,50
6194,2014,New Mexico State,3,0,UTEP,50,50
6195,2014,New Mexico State,4,0,New Mexico  ,50,50
6196,2014,New Mexico State,5,33,LSU,50,50
6197,2014,New Mexico State,6,0,Georgia Southern,50,50
6198,2014,New Mexico State,7,0,Troy,50,50
6199,2014,New Mexico State,8,0,Idaho,50,50
6200,2014,New Mexico State,9,0,na ,50,50
6201,2014,New Mexico State,10,0,Texas State,50,50
6202,2014,New Mexico State,11,0,Louisiana-Lafayette,50,50
6203,2014,New Mexico State,12,0,na ,50,50
6204,2014,New Mexico State,13,0,Louisiana-Monroe,50,50
6205,2014,New Mexico State,14,0,Arkansas State,50,50
6206,2014,North Carolina,1,-27,Liberty,21,23
6207,2014,North Carolina,2,-29,San Diego State,27,21
6208,2014,North Carolina,3,-23,na ,26,27
6209,2014,North Carolina,4,-5,East Carolina,50,26
6210,2014,North Carolina,5,22,Clemson,50,50
6211,2014,North Carolina,6,0,Virginia Tech,50,50
6212,2014,North Carolina,7,44,Notre Dame,50,50
6213,2014,North Carolina,8,17,Georgia Tech,50,50
6214,2014,North Carolina,9,0,Virginia,50,50
6215,2014,North Carolina,10,0,Miami,50,50
6216,2014,North Carolina,11,0,na ,50,50
6217,2014,North Carolina,12,0,Pittsburgh,50,50
6218,2014,North Carolina,13,25,Duke,50,50
6219,2014,North Carolina,14,0,NC State,50,50
6220,2014,North Carolina,16,0,Rutgers,50,50
6221,2014,North Texas,1,0,Texas  ,50,50
6222,2014,North Texas,2,0,SMU,50,50
6223,2014,North Texas,3,0,Louisiana Tech,50,50
6224,2014,North Texas,4,0,Nicholls State,50,50
6225,2014,North Texas,5,0,na ,50,50
