,Year,Team,Week,RankDiff,OppTeam,Rank,PrevRank
3744,2013,Florida Atlantic,14,0,FIU,50,50
3745,2013,FIU,1,0,Maryland,50,50
3746,2013,FIU,2,0,UCF,50,50
3747,2013,FIU,3,0,Bethune-Cookman,50,50
3748,2013,FIU,4,43,Louisville,50,50
3749,2013,FIU,5,0,na ,50,50
3750,2013,FIU,6,0,Southern Miss,50,50
3751,2013,FIU,7,0,UAB,50,50
3752,2013,FIU,8,0,na ,50,50
3753,2013,FIU,9,0,Louisiana Tech,50,50
3754,2013,FIU,10,0,East Carolina,50,50
3755,2013,FIU,11,0,Middle Tennessee,50,50
3756,2013,FIU,12,0,UTEP,50,50
3757,2013,FIU,13,0,Marshall,50,50
3758,2013,FIU,14,0,Florida Atlantic,50,50
3759,2013,Florida,1,-40,Toledo,12,10
3760,2013,Florida,2,-14,Miami,18,12
3761,2013,Florida,3,-32,na ,19,18
3762,2013,Florida,4,-31,Tennessee,20,19
3763,2013,Florida  ,5,0,Kentucky,50,50
3764,2013,Florida,6,-32,Arkansas,17,18
3765,2013,Florida,7,7,LSU,22,17
3766,2013,Florida,8,8,Missouri,32,22
3767,2013,Florida,9,-18,na ,33,32
3768,2013,Florida,10,-17,Georgia  ,50,33
3769,2013,Florida,11,0,Vanderbilt,50,50
3770,2013,Florida,12,39,South Carolina,50,50
3771,2013,Florida,13,0,Georgia Southern,50,50
3772,2013,Florida,14,48,Florida State,50,50
3773,2013,Florida State,1,-39,Pittsburgh,10,11
3774,2013,Florida State,2,-40,na ,10,10
3775,2013,Florida State,3,-40,Nevada,8,10
3776,2013,Florida State,4,-42,Bethune-Cookman,8,8
3777,2013,Florida State,5,-42,Boston College,8,8
3778,2013,Florida State,6,-17,Maryland,6,8
3779,2013,Florida State,7,-44,na ,5,6
3780,2013,Florida State,8,2,Clemson,3,5
3781,2013,Florida State,9,-47,NC State,3,3
3782,2013,Florida State,10,-4,Miami,3,3
3783,2013,Florida State,11,-47,Wake Forest,2,3
3784,2013,Florida State,12,-48,Syracuse,2,2
3785,2013,Florida State,13,-48,Idaho,2,2
3786,2013,Florida State,14,-48,Florida,1,2
3787,2013,Florida State,15,-19,Duke,1,1
3788,2013,Florida State,16,-1,Auburn,1,1
3789,2013,Fresno State,1,-18,Rutgers,32,32
3790,2013,Fresno State,2,-18,Cal Poly,27,32
3791,2013,Fresno State,3,-23,Colorado,27,27
3792,2013,Fresno State,4,-7,Boise State,25,27
3793,2013,Fresno State,5,-25,Hawaii,23,25
3794,2013,Fresno State,6,-27,Idaho,21,23
3795,2013,Fresno State,7,-29,na ,17,21
3796,2013,Fresno State,8,-33,UNLV,15,17
3797,2013,Fresno State,9,-35,San Diego State,16,15
3798,2013,Fresno State,10,-34,Nevada,17,16
3799,2013,Fresno State,11,-33,Wyoming,16,17
3800,2013,Fresno State,12,-34,na ,15,16
3801,2013,Fresno State,13,-35,New Mexico,16,15
3802,2013,Fresno State,14,-34,San Jose State,24,16
3803,2013,Fresno State,15,-26,Utah State,21,24
3804,2013,Fresno State,16,-5,USC,27,21
3805,2013,Georgia,1,-3,Clemson,11,5
3806,2013,Georgia,2,5,South Carolina,9,11
3807,2013,Georgia,3,-41,na ,9,9
3808,2013,Georgia,4,-41,North Texas,9,9
3809,2013,Georgia,5,3,LSU,6,9
3810,2013,Georgia,6,-44,Tennessee,7,6
3811,2013,Georgia,7,-18,Missouri,15,7
3812,2013,Georgia,8,-35,Vanderbilt,30,15
3813,2013,Georgia,9,-20,na ,27,30
3814,2013,Georgia,10,-6,Florida,27,27
3815,2013,Georgia,11,-23,Appalachian State,25,27
3816,2013,Georgia,12,18,Auburn,29,25
3817,2013,Georgia,13,-21,Kentucky,26,29
3818,2013,Georgia,14,-24,Georgia Tech,25,26
3819,2013,Georgia  ,16,0,Nebraska,50,50
3820,2013,Georgia Tech,1,-12,Elon,35,38
3821,2013,Georgia Tech,2,-15,na ,33,35
3822,2013,Georgia Tech,3,-17,Duke,30,33
3823,2013,Georgia Tech,4,-20,North Carolina,27,30
3824,2013,Georgia Tech,5,-6,Virginia Tech,50,27
3825,2013,Georgia Tech,6,36,Miami,50,50
3826,2013,Georgia Tech,7,0,BYU,50,50
3827,2013,Georgia Tech,8,0,Syracuse,50,50
3828,2013,Georgia Tech,9,0,Virginia,50,50
3829,2013,Georgia Tech,10,0,Pittsburgh,50,50
3830,2013,Georgia Tech,11,0,na ,50,50
3831,2013,Georgia Tech,12,42,Clemson,50,50
3832,2013,Georgia Tech,13,0,Alabama A&M,50,50
3833,2013,Georgia Tech,14,24,Georgia,50,50
3834,2013,Georgia Tech,16,0,Mississippi,50,50
3835,2013,Hawaii,1,26,USC,50,50
3836,2013,Hawaii,2,0,Oregon State,50,50
3837,2013,Hawaii,3,0,na ,50,50
3838,2013,Hawaii,4,0,Nevada,50,50
3839,2013,Hawaii,5,25,Fresno State,50,50
3840,2013,Hawaii,6,0,San Jose State,50,50
3841,2013,Hawaii,7,0,UNLV,50,50
3842,2013,Hawaii,8,0,na ,50,50
3843,2013,Hawaii,9,0,Colorado State,50,50
3844,2013,Hawaii,10,0,Utah State,50,50
3845,2013,Hawaii,11,0,Navy,50,50
3846,2013,Hawaii,12,0,San Diego State,50,50
3847,2013,Hawaii,13,0,Wyoming,50,50
3848,2013,Hawaii,14,0,Army,50,50
3849,2013,Houston,1,0,Southern,50,50
3850,2013,Houston,2,0,Temple,50,50
3851,2013,Houston,3,0,na ,50,50
3852,2013,Houston,4,0,Rice,50,50
3853,2013,Houston,5,0,UTSA,50,50
3854,2013,Houston,6,0,na ,50,50
3855,2013,Houston,7,0,Memphis,36,50
3856,2013,Houston,8,-14,BYU,50,36
3857,2013,Houston,9,0,Rutgers,50,50
3858,2013,Houston,10,0,South Florida,30,50
3859,2013,Houston,11,11,UCF,36,30
3860,2013,Houston,12,17,Louisville,50,36
3861,2013,Houston,13,20,Cincinnati,50,50
3862,2013,Houston,14,0,SMU,50,50
3863,2013,Houston,16,21,Vanderbilt,50,50
3864,2013,Idaho,1,0,North Texas,50,50
3865,2013,Idaho,2,0,Wyoming,50,50
3866,2013,Idaho,3,20,Northern Illinois,50,50
3867,2013,Idaho,4,0,Washington State,50,50
3868,2013,Idaho,5,0,Temple,50,50
3869,2013,Idaho,6,27,Fresno State,50,50
3870,2013,Idaho,7,0,Arkansas State,50,50
3871,2013,Idaho,8,0,na ,50,50
3872,2013,Idaho,9,19,Mississippi,50,50
3873,2013,Idaho,10,0,Texas State,50,50
3874,2013,Idaho,11,0,Old Dominion,50,50
3875,2013,Idaho,12,0,na ,50,50
3876,2013,Idaho,13,48,Florida State,50,50
3877,2013,Idaho,14,0,New Mexico State,50,50
3878,2013,Illinois,1,0,Southern Illinois,50,50
3879,2013,Illinois,2,20,Cincinnati,35,50
3880,2013,Illinois,3,-15,Washington,50,35
3881,2013,Illinois,4,0,na ,50,50
3882,2013,Illinois,5,0,"Miami, OH",50,50
3883,2013,Illinois,6,21,Nebraska,50,50
3884,2013,Illinois,7,0,na ,50,50
3885,2013,Illinois,8,25,Wisconsin,50,50
3886,2013,Illinois,9,21,Michigan State,50,50
3887,2013,Illinois,10,0,Penn State,50,50
3888,2013,Illinois,11,0,Indiana,50,50
3889,2013,Illinois,12,47,Ohio State,50,50
3890,2013,Illinois,13,0,Purdue,50,50
3891,2013,Illinois,14,0,Northwestern,50,50
3892,2013,Indiana,1,0,Indiana State,50,50
3893,2013,Indiana,2,0,Navy,50,50
3894,2013,Indiana,3,14,Bowling Green,50,50
3895,2013,Indiana,4,0,Missouri,50,50
3896,2013,Indiana,5,0,na ,50,50
3897,2013,Indiana,6,0,Penn State,50,50
3898,2013,Indiana,7,20,Michigan State,50,50
3899,2013,Indiana,8,24,Michigan,50,50
3900,2013,Indiana,9,0,na ,50,50
3901,2013,Indiana,10,14,Minnesota,50,50
3902,2013,Indiana,11,0,Illinois,50,50
3903,2013,Indiana,12,33,Wisconsin,50,50
3904,2013,Indiana,13,46,Ohio State,50,50
3905,2013,Indiana,14,0,Purdue,50,50
3906,2013,Iowa,1,15,Northern Illinois,50,50
3907,2013,Iowa,2,0,Missouri State,50,50
3908,2013,Iowa,3,0,Iowa State,50,50
3909,2013,Iowa,4,0,Western Michigan,50,50
3910,2013,Iowa,5,0,Minnesota,50,50
3911,2013,Iowa,6,17,Michigan State,50,50
3912,2013,Iowa,7,0,na ,50,50
3913,2013,Iowa,8,46,Ohio State,50,50
3914,2013,Iowa,9,0,Northwestern,50,50
3915,2013,Iowa,10,28,Wisconsin,50,50
3916,2013,Iowa,11,0,Purdue,50,50
3917,2013,Iowa,12,0,na ,50,50
3918,2013,Iowa,13,0,Michigan,50,50
3919,2013,Iowa,14,19,Nebraska,30,50
3920,2013,Iowa  ,16,36,LSU,50,50
3921,2013,Iowa State,1,0,Northern Iowa,50,50
3922,2013,Iowa State,2,0,na ,50,50
3923,2013,Iowa State,3,0,Iowa,50,50
3924,2013,Iowa State,4,0,na ,50,50
3925,2013,Iowa State,5,0,Tulsa,50,50
3926,2013,Iowa State,6,0,Texas,50,50
3927,2013,Iowa State,7,30,Texas Tech,50,50
3928,2013,Iowa State,8,38,Baylor,50,50
3929,2013,Iowa State,9,31,Oklahoma State,50,50
3930,2013,Iowa State,10,0,Kansas State,50,50
3931,2013,Iowa State,11,0,TCU,50,50
3932,2013,Iowa State,12,28,Oklahoma,50,50
3933,2013,Iowa State,13,0,Kansas,50,50
3934,2013,Iowa State,14,0,West Virginia,50,50
3935,2013,Kansas,1,0,na ,50,50
3936,2013,Kansas,2,0,South Dakota,50,50
3937,2013,Kansas,3,0,Rice,50,50
3938,2013,Kansas,4,0,Louisiana Tech,50,50
3939,2013,Kansas,5,0,na ,50,50
3940,2013,Kansas,6,30,Texas Tech,50,50
3941,2013,Kansas,7,0,TCU,50,50
3942,2013,Kansas,8,32,Oklahoma,50,50
3943,2013,Kansas,9,44,Baylor,50,50
3944,2013,Kansas,10,21,Texas,50,50
3945,2013,Kansas,11,35,Oklahoma State,50,50
3946,2013,Kansas  ,12,0,West Virginia,50,50
3947,2013,Kansas,13,0,Iowa State,50,50
3948,2013,Kansas,14,0,Kansas State,50,50
3949,2013,Kansas State,1,-19,North Dakota State,50,31
3950,2013,Kansas State,2,0,Louisiana-Lafayette,50,50
3951,2013,Kansas State,3,0,Massachusetts,50,50
3952,2013,Kansas State,4,0,Texas,50,50
3953,2013,Kansas State,5,0,na ,50,50
3954,2013,Kansas State,6,29,Oklahoma State,50,50
3955,2013,Kansas State,7,35,Baylor,50,50
3956,2013,Kansas State,8,0,na ,50,50
3957,2013,Kansas State,9,0,West Virginia,50,50
3958,2013,Kansas State,10,0,Iowa State,50,50
3959,2013,Kansas State,11,25,Texas Tech,50,50
3960,2013,Kansas State,12,0,TCU,50,50
3961,2013,Kansas State,13,28,Oklahoma,50,50
3962,2013,Kansas State,14,0,Kansas,50,50
3963,2013,Kansas State,16,0,Michigan,34,50
3964,2013,Kent State,1,0,Liberty,50,50
3965,2013,Kent State,2,16,Bowling Green,50,50
3966,2013,Kent State,3,42,LSU,50,50
3967,2013,Kent State,4,0,Penn State,50,50
3968,2013,Kent State,5,0,Western Michigan,50,50
3969,2013,Kent State,6,24,Northern Illinois,50,50
3970,2013,Kent State,7,0,Ball State,50,50
3971,2013,Kent State,8,0,South Alabama,50,50
3972,2013,Kent State,9,0,Buffalo,50,50
3973,2013,Kent State,10,0,Akron,50,50
3974,2013,Kent State,11,0,na ,50,50
3975,2013,Kent State,12,0,"Miami, OH",50,50
3976,2013,Kent State,13,0,Ohio,50,50
3977,2013,Kentucky,1,0,Western Kentucky,50,50
3978,2013,Kentucky,2,0,"Miami, OH",50,50
3979,2013,Kentucky,3,43,Louisville,50,50
3980,2013,Kentucky,4,0,na ,50,50
3981,2013,Kentucky,5,0,Florida  ,50,50
3982,2013,Kentucky,6,37,South Carolina,50,50
3983,2013,Kentucky,7,49,Alabama,50,50
3984,2013,Kentucky,8,0,na ,50,50
3985,2013,Kentucky,9,0,Mississippi State,50,50
3986,2013,Kentucky,10,0,Alabama State,50,50
3987,2013,Kentucky,11,41,Missouri,50,50
3988,2013,Kentucky,12,0,Vanderbilt,50,50
3989,2013,Kentucky,13,21,Georgia,50,50
3990,2013,Kentucky,14,0,Tennessee,50,50
3991,2013,Louisiana Tech,1,0,NC State,50,50
3992,2013,Louisiana Tech,2,0,Lamar,50,50
3993,2013,Louisiana Tech,3,0,Tulane,50,50
3994,2013,Louisiana Tech,4,0,Kansas,50,50
3995,2013,Louisiana Tech,5,0,Army,50,50
3996,2013,Louisiana Tech,6,0,UTEP,50,50
3997,2013,Louisiana Tech,7,0,na ,50,50
3998,2013,Louisiana Tech,8,0,North Texas,50,50
3999,2013,Louisiana Tech,9,0,FIU,50,50
4000,2013,Louisiana Tech,10,0,na ,50,50
4001,2013,Louisiana Tech,11,0,Southern Miss,50,50
4002,2013,Louisiana Tech,12,0,Rice,50,50
4003,2013,Louisiana Tech,13,0,Tulsa,50,50
4004,2013,Louisiana-Lafayette,1,0,Arkansas,50,50
4005,2013,Louisiana-Lafayette,2,0,Kansas State,50,50
4006,2013,Louisiana-Lafayette,3,0,Nicholls State,50,50
4007,2013,Louisiana-Lafayette,4,0,Akron,50,50
4008,2013,Louisiana-Lafayette,5,0,na ,50,50
4009,2013,Louisiana-Lafayette,6,0,Texas State,50,50
4010,2013,Louisiana-Lafayette,7,0,na ,50,50
4011,2013,Louisiana-Lafayette,8,0,Western Kentucky,50,50
4012,2013,Louisiana-Lafayette,9,0,Arkansas State,50,50
4013,2013,Louisiana-Lafayette,10,0,New Mexico State,50,50
4014,2013,Louisiana-Lafayette,11,0,Troy,50,50
4015,2013,Louisiana-Lafayette,12,0,Georgia State,50,50
4016,2013,Louisiana-Lafayette,13,0,na ,50,50
4017,2013,Louisiana-Lafayette,14,0,Louisiana-Monroe,50,50
4018,2013,Louisiana-Lafayette,15,0,South Alabama,50,50
4019,2013,Louisiana-Lafayette,16,0,Tulane,50,50
4020,2013,Louisiana-Monroe,1,34,Oklahoma,50,50
4021,2013,Louisiana-Monroe,2,0,Grambling State,50,50
4022,2013,Louisiana-Monroe,3,0,Wake Forest,50,50
4023,2013,Louisiana-Monroe,4,30,Baylor,50,50
4024,2013,Louisiana-Monroe,5,0,Tulane,50,50
4025,2013,Louisiana-Monroe,6,0,Western Kentucky,50,50
4026,2013,Louisiana-Monroe,7,0,Texas State,50,50
4027,2013,Louisiana-Monroe,8,0,na ,50,50
4028,2013,Louisiana-Monroe,9,0,Georgia State,50,50
4029,2013,Louisiana-Monroe,10,0,Troy,50,50
4030,2013,Louisiana-Monroe,11,0,Arkansas State,50,50
4031,2013,Louisiana-Monroe,12,0,na ,50,50
4032,2013,Louisiana-Monroe,13,0,South Alabama,50,50
4033,2013,Louisiana-Monroe,14,0,Louisiana-Lafayette,50,50
4034,2013,Louisville,1,-41,Ohio,8,9
4035,2013,Louisville,2,-42,Eastern Kentucky,7,8
4036,2013,Louisville,3,-43,Kentucky,7,7
4037,2013,Louisville,4,-43,FIU,7,7
4038,2013,Louisville,5,-43,na ,7,7
4039,2013,Louisville,6,-43,Temple,8,7
4040,2013,Louisville,7,-26,Rutgers,8,8
4041,2013,Louisville,8,-24,UCF,18,8
4042,2013,Louisville,9,-32,South Florida,20,18
4043,2013,Louisville,10,-30,na ,20,20
4044,2013,Louisville,11,-30,Connecticut,19,20
4045,2013,Louisville,12,-17,Houston,21,19
4046,2013,Louisville,13,-29,Memphis,21,21
4047,2013,Louisville,14,-29,na ,19,21
4048,2013,Louisville,15,-7,Cincinnati,18,19
4049,2013,Louisville,16,-10,Miami,15,18
4050,2013,LSU,1,-8,TCU,9,12
4051,2013,LSU,2,-41,UAB,8,9
4052,2013,LSU,3,-42,Kent State,6,8
4053,2013,LSU,4,-27,Auburn,6,6
4054,2013,LSU,5,-3,Georgia,10,6
4055,2013,LSU,6,-40,Mississippi State,10,10
4056,2013,LSU,7,-7,Florida,6,10
4057,2013,LSU,8,-44,Mississippi  ,13,6
4058,2013,LSU,9,-37,Furman,11,13
4059,2013,LSU,10,-39,na ,10,11
4060,2013,LSU,11,9,Alabama,18,10
4061,2013,LSU,12,-32,na ,18,18
4062,2013,LSU,13,9,Texas A&M,15,18
4063,2013,LSU,14,-35,Arkansas,14,15
4064,2013,LSU,16,-36,Iowa  ,14,14
4065,2013,Marshall,1,0,"Miami, OH",50,50
4066,2013,Marshall,2,0,Gardner-Webb,50,50
4067,2013,Marshall,3,0,Ohio,50,50
4068,2013,Marshall,4,14,Virginia Tech,50,50
4069,2013,Marshall,5,0,na ,50,50
4070,2013,Marshall,6,0,UTSA,50,50
4071,2013,Marshall,7,0,Florida Atlantic,50,50
4072,2013,Marshall,8,0,na ,50,50
4073,2013,Marshall,9,0,Middle Tennessee,50,50
4074,2013,Marshall,10,0,Southern Miss,50,50
4075,2013,Marshall,11,0,UAB,50,50
4076,2013,Marshall,12,0,Tulsa,50,50
4077,2013,Marshall,13,0,FIU,50,50
4078,2013,Marshall,14,17,East Carolina,50,50
4079,2013,Marshall,15,0,Rice,50,50
4080,2013,Marshall,16,0,Maryland,50,50
4081,2013,Maryland,1,0,FIU,50,50
4082,2013,Maryland,2,0,Old Dominion,50,50
4083,2013,Maryland,3,0,Connecticut,50,50
4084,2013,Maryland,4,0,West Virginia,28,50
4085,2013,Maryland,5,-22,na ,25,28
4086,2013,Maryland,6,17,Florida State,50,25
4087,2013,Maryland,7,0,Virginia,50,50
4088,2013,Maryland,8,0,Wake Forest,50,50
4089,2013,Maryland,9,41,Clemson,50,50
4090,2013,Maryland,10,0,na ,50,50
4091,2013,Maryland,11,0,Syracuse,50,50
4092,2013,Maryland,12,17,Virginia Tech,50,50
4093,2013,Maryland,13,0,Boston College,50,50
4094,2013,Maryland,14,0,NC State,50,50
4095,2013,Maryland,16,0,Marshall,50,50
4096,2013,Massachusetts,1,27,Wisconsin,50,50
4097,2013,Massachusetts,2,0,Maine,50,50
4098,2013,Massachusetts,3,0,Kansas State,50,50
4099,2013,Massachusetts,4,0,Vanderbilt,50,50
4100,2013,Massachusetts,5,0,na ,50,50
4101,2013,Massachusetts,6,0,Bowling Green,50,50
4102,2013,Massachusetts,7,0,"Miami, OH",50,50
4103,2013,Massachusetts,8,0,Buffalo,50,50
4104,2013,Massachusetts,9,0,Western Michigan,50,50
4105,2013,Massachusetts,10,29,Northern Illinois,50,50
4106,2013,Massachusetts,11,0,na ,50,50
4107,2013,Massachusetts,12,0,Akron,50,50
4108,2013,Massachusetts,13,0,Central Michigan,50,50
4109,2013,Massachusetts,14,0,Ohio,50,50
4110,2013,Memphis,1,0,na ,50,50
4111,2013,Memphis,2,0,Duke,50,50
4112,2013,Memphis,3,0,Middle Tennessee,50,50
4113,2013,Memphis,4,0,Arkansas State,50,50
4114,2013,Memphis,5,0,na ,50,50
4115,2013,Memphis,6,18,UCF,50,50
4116,2013,Memphis,7,0,Houston,50,50
4117,2013,Memphis,8,0,SMU,50,50
4118,2013,Memphis,9,0,na ,50,50
4119,2013,Memphis,10,0,Cincinnati,50,50
4120,2013,Memphis,11,0,Tennessee-Martin,50,50
4121,2013,Memphis,12,0,South Florida,50,50
4122,2013,Memphis,13,29,Louisville,50,50
4123,2013,Memphis,14,0,Temple,50,50
4124,2013,Memphis,15,0,Connecticut,50,50
4125,2013,Miami,1,-21,Florida Atlantic,26,29
4126,2013,Miami,2,14,Florida,15,26
4127,2013,Miami,3,-35,Savannah State,16,15
4128,2013,Miami,4,-34,na ,15,16
4129,2013,Miami,5,-35,South Florida,14,15
4130,2013,Miami,6,-36,Georgia Tech,13,14
4131,2013,Miami,7,-37,na ,10,13
4132,2013,Miami,8,-40,North Carolina,7,10
4133,2013,Miami,9,-43,Wake Forest,7,7
4134,2013,Miami,10,4,Florida State,14,7
4135,2013,Miami,11,-36,Virginia Tech,24,14
4136,2013,Miami,12,-5,Duke,50,24
4137,2013,Miami,13,0,Virginia,50,50
4138,2013,Miami,14,0,Pittsburgh,28,50
4139,2013,Miami,16,10,Louisville,50,28
4140,2013,"Miami, OH",1,0,Marshall,50,50
4141,2013,"Miami, OH",2,0,Kentucky,50,50
4142,2013,"Miami, OH",3,0,na ,50,50
4143,2013,"Miami, OH",4,0,Cincinnati,50,50
4144,2013,"Miami, OH",5,0,Illinois,50,50
4145,2013,"Miami, OH",6,0,Central Michigan,50,50
4146,2013,"Miami, OH",7,0,Massachusetts,50,50
4147,2013,"Miami, OH",8,0,Akron,50,50
4148,2013,"Miami, OH",9,0,Ohio,50,50
4149,2013,"Miami, OH",10,0,na ,50,50
4150,2013,"Miami, OH",11,0,Bowling Green,50,50
4151,2013,"Miami, OH",12,0,Kent State,50,50
4152,2013,"Miami, OH",13,0,Buffalo,50,50
4153,2013,"Miami, OH",14,0,Ball State,50,50
4154,2013,Michigan,1,-33,Central Michigan,17,17
4155,2013,Michigan,2,3,Notre Dame,11,17
4156,2013,Michigan,3,-39,Akron,15,11
4157,2013,Michigan,4,-35,Connecticut,18,15
4158,2013,Michigan,5,-32,na ,19,18
4159,2013,Michigan,6,-31,Minnesota,18,19
4160,2013,Michigan  ,7,0,Penn State,50,50
4161,2013,Michigan,8,-24,Indiana,24,26
4162,2013,Michigan,9,-26,na ,23,24
4163,2013,Michigan,10,-1,Michigan State,32,23
4164,2013,Michigan,11,-18,Nebraska,50,32
4165,2013,Michigan,12,0,Northwestern,50,50
4166,2013,Michigan,13,0,Iowa,50,50
4167,2013,Michigan,14,47,Ohio State,50,50
4168,2013,Michigan,16,0,Kansas State,50,50
4169,2013,Michigan State,1,-24,Western Michigan,29,26
4170,2013,Michigan State,2,-21,South Florida,28,29
4171,2013,Michigan State,3,-22,Youngstown State,26,28
4172,2013,Michigan State,4,4,Notre Dame,34,26
4173,2013,Michigan State,5,-16,na ,33,34
4174,2013,Michigan State,6,-17,Iowa,30,33
4175,2013,Michigan State,7,-20,Indiana,28,30
4176,2013,Michigan State,8,-22,Purdue,29,28
4177,2013,Michigan State,9,-21,Illinois,24,29
4178,2013,Michigan State,10,1,Michigan,18,24
4179,2013,Michigan State,11,-32,na ,14,18
4180,2013,Michigan State,12,-14,Nebraska,13,14
4181,2013,Michigan State,13,-37,Northwestern,11,13
4182,2013,Michigan State,14,-21,Minnesota,10,11
4183,2013,Michigan State,15,8,Ohio State,4,10
4184,2013,Michigan State,16,-1,Stanford,3,4
4185,2013,Minnesota,1,0,UNLV,50,50
4186,2013,Minnesota,2,0,New Mexico State,50,50
4187,2013,Minnesota,3,0,Western Illinois,50,50
4188,2013,Minnesota,4,0,San Jose State,50,50
4189,2013,Minnesota,5,0,Iowa,50,50
4190,2013,Minnesota,6,31,Michigan,50,50
4191,2013,Minnesota,7,0,na ,50,50
4192,2013,Minnesota,8,15,Northwestern,50,50
4193,2013,Minnesota,9,25,Nebraska,36,50
4194,2013,Minnesota,10,-14,Indiana,31,36
4195,2013,Minnesota,11,-19,Penn State,27,31
4196,2013,Minnesota,12,-23,na ,26,27
4197,2013,Minnesota,13,10,Wisconsin,32,26
4198,2013,Minnesota,14,21,Michigan State,33,32
4199,2013,Minnesota,16,-14,Syracuse,50,36
4200,2013,Mississippi,1,3,Vanderbilt,27,36
4201,2013,Mississippi  ,2,0,Southeast Missouri State,50,50
4202,2013,Mississippi,3,-4,Texas,21,25
4203,2013,Mississippi,4,-29,na ,21,21
4204,2013,Mississippi  ,5,49,Alabama,50,50
4205,2013,Mississippi,6,-26,Auburn,33,24
4206,2013,Mississippi,7,24,Texas A&M,50,33
4207,2013,Mississippi  ,8,44,LSU,50,50
4208,2013,Mississippi,9,-19,Idaho,30,31
4209,2013,Mississippi,10,-20,na ,29,30
4210,2013,Mississippi,11,-21,Arkansas,26,29
4211,2013,Mississippi,12,-24,Troy,24,26
4212,2013,Mississippi,13,16,Missouri,29,24
4213,2013,Mississippi,14,-21,Mississippi State,50,29
4214,2013,Mississippi,16,0,Georgia Tech,33,50
4215,2013,Mississippi State,1,37,Oklahoma State,50,50
4216,2013,Mississippi State,2,0,Alcorn State,50,50
4217,2013,Mississippi State,3,0,Auburn,50,50
4218,2013,Mississippi State,4,0,Troy,50,50
4219,2013,Mississippi State,5,0,na ,50,50
4220,2013,Mississippi State,6,40,LSU,50,50
4221,2013,Mississippi State,7,0,Bowling Green,50,50
4222,2013,Mississippi State,8,0,na ,50,50
4223,2013,Mississippi State,9,0,Kentucky,50,50
4224,2013,Mississippi State,10,36,South Carolina,50,50
4225,2013,Mississippi State,11,39,Texas A&M,50,50
4226,2013,Mississippi State,12,49,Alabama,50,50
4227,2013,Mississippi State,13,0,Arkansas,50,50
4228,2013,Mississippi State,14,21,Mississippi,50,50
4229,2013,Mississippi State,16,16,Rice,39,50
4230,2013,Missouri,1,0,Murray State,50,50
4231,2013,Missouri,2,0,Toledo,50,50
4232,2013,Missouri,3,0,na ,50,50
4233,2013,Missouri,4,0,Indiana,35,50
4234,2013,Missouri,5,-15,Arkansas State,30,35
4235,2013,Missouri,6,-20,Vanderbilt,25,30
4236,2013,Missouri,7,18,Georgia,14,25
4237,2013,Missouri,8,-8,Florida,5,14
4238,2013,Missouri,9,-15,South Carolina,10,5
4239,2013,Missouri,10,-40,Tennessee,9,10
4240,2013,Missouri,11,-41,Kentucky,9,9
4241,2013,Missouri,12,-41,na ,8,9
4242,2013,Missouri,13,-16,Mississippi,5,8
4243,2013,Missouri,14,-14,Texas A&M,5,5
4244,2013,Missouri,15,2,Auburn,9,5
4245,2013,Missouri,16,-4,Oklahoma State,5,9
4246,2013,Middle Tennessee,1,0,Western Carolina,50,50
4247,2013,Middle Tennessee,2,0,North Carolina,50,50
4248,2013,Middle Tennessee,3,0,Memphis,50,50
4249,2013,Middle Tennessee,4,0,Florida Atlantic,50,50
4250,2013,Middle Tennessee,5,0,BYU,50,50
4251,2013,Middle Tennessee,6,0,East Carolina,50,50
4252,2013,Middle Tennessee,7,0,North Texas,50,50
4253,2013,Middle Tennessee,8,0,na ,50,50
4254,2013,Middle Tennessee,9,0,Marshall,50,50
4255,2013,Middle Tennessee,10,0,UAB,50,50
4256,2013,Middle Tennessee,11,0,FIU,50,50
4257,2013,Middle Tennessee,12,0,na ,50,50
4258,2013,Middle Tennessee,13,0,Southern Miss,50,50
4259,2013,Middle Tennessee,14,0,UTEP,50,50
4260,2013,Middle Tennessee,16,0,Navy,50,50
4261,2013,Middle Tennessee,16,0,Navy,50,50
4262,2013,Northern Illinois,1,-15,Iowa,31,35
4263,2013,Northern Illinois,2,-19,na ,30,31
4264,2013,Northern Illinois,3,-20,Idaho,29,30
4265,2013,Northern Illinois,4,-21,Eastern Illinois,31,29
4266,2013,Northern Illinois,5,-19,Purdue,26,31
4267,2013,Northern Illinois,6,-24,Kent State,23,26
4268,2013,Northern Illinois,7,-27,Akron,23,23
4269,2013,Northern Illinois,8,-27,Central Michigan,23,23
4270,2013,Northern Illinois,9,-27,Eastern Michigan,21,23
4271,2013,Northern Illinois,10,-29,Massachusetts,22,21
4272,2013,Northern Illinois,11,-28,na ,20,22
4273,2013,Northern Illinois,12,-12,Ball State,20,20
4274,2013,Northern Illinois,13,-30,Toledo,18,20
4275,2013,Northern Illinois,14,-32,Western Michigan,16,18
4276,2013,Northern Illinois,15,-34,Bowling Green,24,16
4277,2013,Northern Illinois,16,-26,Utah State,28,24
4278,2013,NC State,1,0,Louisiana Tech,50,50
4279,2013,NC State,2,0,Richmond,50,50
4280,2013,NC State,3,0,na ,50,50
4281,2013,NC State,4,47,Clemson,50,50
4282,2013,NC State,5,0,Central Michigan,50,50
4283,2013,NC State,6,0,Wake Forest,50,50
4284,2013,NC State,7,0,Syracuse,50,50
4285,2013,NC State,8,0,na ,50,50
