Year,Team,Week,PrevRank,RankDiff,Conference,H/A/N,Fav/Und,OppTeam,Opp Conf,ScoreDiff,WinLose,OT?,TODiff,YPPDiff,PenYdDiff,TOPDiff,GameStatus,WinPer,TimeRem,Rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,1,35,-15,MWC,H,F,South Dakota,FCS,17,Win,N,0,1.7,-19,-544,Completed,100.000,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,2,38,13,MWC,H,U,TCU,MWC,-16,Lose,N,1,0.557971014,5,-318,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,3,50,0,MWC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,4,50,0,MWC,H,F,Tennessee State,FCS,38,Win,N,1,4.0676,-1,-308,Completed,66.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,5,50,12,MWC,A,U,Navy,Independent,1,Win,Y,0,2.601120448,-29,-1292,Completed,75.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,6,50,20,MWC,A,U,Notre Dame,Independent,-26,Lose,N,2,-2.19493007,16,292,Completed,60.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,7,50,0,MWC,H,F,San Diego State,MWC,-14,Lose,N,2,-2.333333333,-17,400,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,8,50,45,MWC,A,U,Boise State,MWC,-11,Lose,N,0,-2.715299335,-6,756,Completed,42.857,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,9,50,0,MWC,A,F,New Mexico,MWC,42,Win,N,-2,1.586079545,-1,46,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,10,50,0,MWC,H,F,Army,Independent,10,Win,N,-3,-0.385339885,8,-210,Completed,55.556,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,11,50,0,MWC,H,F,Wyoming,MWC,-8,Lose,N,2,-0.234689766,-20,134,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,12,50,0,MWC,H,F,UNLV,MWC,28,Win,N,-1,3.629890454,-17,-278,Completed,54.545,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,13,50,0,MWC,A,F,Colorado State,MWC,24,Win,N,-2,2.068746695,-68,104,Completed,58.333,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Air Force,Bowl,50,0,MWC,N,U,Toledo,MAC,-1,Lose,N,0,-0.460048426,-31,506,Completed,53.846,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,1,50,32,MAC,A,U,Ohio State,Big 10,-42,Lose,N,0,-4.587782058,6,-740,Completed,0.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,2,50,0,MAC,H,U,Temple,MAC,-38,Lose,N,1,-1.778937381,26,-78,Completed,0.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,3,50,0,MAC,A,U,Cincinnati,Big East,-45,Lose,N,5,-0.196103896,33,30,Completed,0.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,4,50,0,MAC,H,F,VMI,FCS,23,Win,N,-2,2.3247,-20,928,Completed,25.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,5,50,0,MAC,A,U,E. Michigan,MAC,-8,Lose,N,0,-0.16019536,0,-370,Completed,20.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,6,50,0,MAC,H,U,FIU,Sun Belt,-10,Lose,N,1,-1.422343921,-38,-606,Completed,16.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,7,50,0,MAC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,16.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,8,50,0,MAC,H,U,Ohio,MAC,-17,Lose,N,-2,-3.288235294,-44,36,Completed,14.286,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,9,50,0,MAC,H,U,C. Michigan,MAC,-1,Lose,N,1,-0.579365079,15,-24,Completed,12.500,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,10,50,0,MAC,A,U,"Miami, OH",MAC,-32,Lose,N,2,-2.632352941,-29,-484,Completed,11.111,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,11,50,0,MAC,H,U,Kent State,MAC,-32,Lose,N,1,-2.517795637,-19,-644,Completed,10.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,12,50,0,MAC,A,U,Buffalo,MAC,-41,Lose,N,1,-2.556764241,-20,-324,Completed,9.091,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Akron,13,50,0,MAC,A,U,W. Michigan,MAC,-49,Lose,N,2,-5.635979049,-52,434,Completed,8.333,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,1,2,-48,SEC,H,F,Kent State,MAC,41,Win,N,4,5.408730159,-26,-14,Completed,100.000,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,2,3,-20,SEC,A,F,Penn State,Big 10,16,Win,N,-3,1.348429952,10,490,Completed,100.000,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,3,2,-48,SEC,H,F,North Texas,Sun Belt,41,Win,N,2,6.769073221,-49,-266,Completed,100.000,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,4,3,-11,SEC,H,F,Arkansas,SEC,24,Win,N,-2,2.898305085,38,342,Completed,100.000,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,5,3,-9,SEC,A,F,Florida,SEC,28,Win,N,-2,1.113122172,9,562,Completed,100.000,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,6,2,-48,SEC,H,F,Vanderbilt,SEC,34,Win,N,-2,1.094553244,-31,748,Completed,100.000,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,7,2,-48,SEC,A,F,Mississippi,SEC,45,Win,N,-2,6.467566016,35,472,Completed,100.000,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,8,2,-48,SEC,H,F,Tennessee,SEC,31,Win,N,-1,3.521212121,13,276,Completed,100.000,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,9,2,-48,SEC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,100.000,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,10,2,1,SEC,H,F,LSU,SEC,-3,Lose,Y,0,0.795977011,17,12,Completed,88.889,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,11,4,-46,SEC,A,F,Mississippi State,SEC,17,Win,N,1,3.456131605,-9,612,Completed,90.000,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,12,3,-47,SEC,H,F,Georgia Southern,FCS,24,Win,N,0,-0.6189,-5,314,Completed,90.909,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,13,2,-26,SEC,A,F,Auburn,SEC,28,Win,N,-1,4.299373041,-20,196,Completed,91.667,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Alabama,Bowl,2,1,SEC,N,F,LSU,SEC,21,Win,N,-2,3.4743083,-30,652,Completed,92.308,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,1,44,-6,PAC 12,H,F,Northern Arizona,FCS,31,Win,N,-1,4.54565,32,-792,Completed,100.000,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,2,44,35,PAC 12,A,U,Oklahoma State,Big 12,-23,Lose,N,0,-0.974206349,-23,-164,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,3,50,44,PAC 12,H,U,Stanford,PAC 12,-27,Lose,N,0,-2.729032258,-20,-696,Completed,33.333,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,4,50,40,PAC 12,H,U,Oregon,PAC 12,-25,Lose,N,0,-2.484101233,49,572,Completed,25.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,5,50,11,PAC 12,A,U,Southern Cal,PAC 12,-7,Lose,N,1,-2.651889535,42,460,Completed,20.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,6,50,0,PAC 12,A,F,Oregon State,PAC 12,-10,Lose,N,2,1.503605769,-30,-706,Completed,16.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,7,50,0,PAC 12,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,16.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,8,50,0,PAC 12,H,F,UCLA,PAC 12,36,Win,N,-1,0.983333333,-32,694,Completed,28.571,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,9,50,21,PAC 12,A,U,Washington,PAC 12,-11,Lose,N,1,-0.463180572,-17,-274,Completed,25.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,10,50,0,PAC 12,H,F,Utah,PAC 12,-13,Lose,N,3,0.650710383,42,-68,Completed,22.222,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,11,50,0,PAC 12,A,F,Colorado,PAC 12,-19,Lose,N,2,-1.523391813,24,-344,Completed,20.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,12,50,17,PAC 12,A,U,Arizona State,PAC 12,4,Win,N,-3,-0.052272727,-3,250,Completed,27.273,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona,13,50,0,PAC 12,H,F,La.-Lafayette,Sun Belt,8,Win,N,1,-0.405645161,-86,734,Completed,33.333,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,1,28,-22,PAC 12,H,F,UC Davis,FCS,34,Win,N,1,2.841,5,-56,Completed,100.000,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,2,26,5,PAC 12,H,F,Missouri,Big 12,7,Win,Y,1,0.564477848,-4,-326,Completed,100.000,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,3,22,-28,PAC 12,A,U,Illinois,Big 10,-3,Lose,N,0,0.582278481,58,200,Completed,66.667,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,4,36,13,PAC 12,H,F,Southern Cal,PAC 12,21,Win,N,-4,-0.326203209,-9,-662,Completed,75.000,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,5,25,-25,PAC 12,H,F,Oregon State,PAC 12,15,Win,N,-1,1.918115942,-65,-148,Completed,80.000,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,6,22,-28,PAC 12,A,F,Utah,PAC 12,21,Win,N,-5,-0.282700422,6,286,Completed,83.333,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,7,18,9,PAC 12,A,U,Oregon,PAC 12,-14,Lose,N,0,-1.870283429,20,450,Completed,71.429,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,8,24,-26,PAC 12,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,71.429,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,9,23,-27,PAC 12,H,F,Colorado,PAC 12,34,Win,N,-4,2.355093555,71,-382,Completed,75.000,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,10,20,-30,PAC 12,A,F,UCLA,PAC 12,-1,Lose,N,-2,-0.361038961,-25,-318,Completed,66.667,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,11,28,-22,PAC 12,A,F,Washington State,PAC 12,-10,Lose,N,0,-1.806636156,-39,-316,Completed,60.000,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,12,33,-17,PAC 12,H,F,Arizona,PAC 12,-4,Lose,N,3,0.052272727,3,-250,Completed,54.545,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,13,50,0,PAC 12,H,F,California,PAC 12,-9,Lose,N,3,-0.420289855,61,-366,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arizona State,Bowl,50,42,PAC 12,N,U,Boise State,MWC,-32,Lose,N,-1,-0.831814416,37,-238,Completed,46.154,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,1,15,-35,SEC,H,F,Missouri State,FCS,44,Win,N,0,3.5264,51,178,Completed,100.000,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,2,14,-36,SEC,H,F,New Mexico,MWC,49,Win,N,2,3.302469136,12,190,Completed,100.000,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,3,14,-36,SEC,H,F,Troy,Sun Belt,10,Win,N,2,0.467660114,-48,28,Completed,100.000,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,4,14,11,SEC,A,U,Alabama,SEC,-24,Lose,N,2,-2.898305085,-38,-342,Completed,75.000,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,5,18,4,SEC,N,U,Texas A&M,Big 12,4,Win,N,-2,0.116659731,40,-232,Completed,80.000,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,6,10,-5,SEC,H,F,Auburn,SEC,24,Win,N,-2,1.407443303,-79,-326,Completed,83.333,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,7,10,-40,SEC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,83.333,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,8,10,-40,SEC,A,F,Mississippi,SEC,5,Win,N,0,2.815789474,-81,-876,Completed,85.714,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Arkansas,9,8,-42,SEC,A,F,Vanderbilt,SEC,3,Win,N,-1,-0.976811594,24,-188,Completed,87.500,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
